list_no,notice_no,title,dept,publish_date,publish_period,views,notAncmtMgtNo,detail_url,detail_url_http,publish_date_iso,list_page,pos_hits,neg_hits,score,strong_neg,blacklist_hit,is_keyword_candidate,pipeline_status,reject_reason,category
6233,수원시 권선구 평동 공고 제2026-82호,2026년 민방위 사이버교육(보충1차) 통지서 반송에 따른 공시송달 공고,평동,2026-09-14,2026-09-14 ~ 2026-09-30,3,156657,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156657,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156657,2026-09-14,1,교육,공시송달,0,공시송달,공시송달,False,rejected,strong_neg:공시송달,
6232,수원시 권선구 입북동 공고 제2026-42호,2026년 민방위 집합・사이버교육(보충1차) 통지서 반송에 따른 공시송달 공고,입북동,2026-09-14,2026-09-14 ~ 2026-09-30,6,156651,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156651,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156651,2026-09-14,1,교육,공시송달,0,공시송달,공시송달,False,rejected,strong_neg:공시송달,
6231,수원시 영통구 원천동 공고 제2026-66호,수원시 원천동 지역사회보장협의체 위원 공개모집 공고,원천동,2026-09-14,2026-09-14 ~ 2026-10-01,5,156648,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156648,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156648,2026-09-14,1,모집,,1,,위원,True,rejected,blacklist:위원,
6230,수원시 공고 제2026-2096호,건설공사 안전점검 수행기관 지정 결과 공고(호매실동 1395-1),건축과,2026-09-14,2026-09-14 ~ 2026-09-16,37,156647,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156647,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156647,2026-09-14,1,,,0,,결과 공고,False,rejected,blacklist:결과 공고,
6229,수원시 도로교통관리사업소 공고 제2026-128호,8월 자동차 정기(종합)검사 촉구 및 명령서 반송분 공시송달 공고,자동차관리과,2026-09-14,2026-09-14 ~ 2026-09-30,10,156643,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156643,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156643,2026-09-14,1,,공시송달,-1,공시송달,공시송달,False,rejected,strong_neg:공시송달,
6228,수원시 영통구 광교2동 공고 제2026-36호,수원시 광교2동 지역사회보장협의체 위원 공개모집 공고,광교2동,2026-09-14,2026-09-14 ~ 2026-10-01,36,156641,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156641,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156641,2026-09-14,1,모집,,1,,위원,True,rejected,blacklist:위원,
6227,수원시 권선구 세류2동 공고 제2026-77호,수원시 세류2동 지역사회보장협의체 위원 공개모집 공고,세류2동,2026-09-14,2026-09-14 ~ 2026-10-01,27,156637,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156637,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156637,2026-09-14,1,모집,,1,,위원,True,rejected,blacklist:위원,
6226,수원시 영통구 매탄2동 공고 제2026-45호,수원시 매탄2동 지역사회보장협의체 위원 공개모집 공고,매탄2동,2026-09-14,2026-09-14 ~ 2026-10-01,35,156635,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156635,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156635,2026-09-14,1,모집,,1,,위원,True,rejected,blacklist:위원,
6225,수원시 농업기술센터 공고 제2026-34호,2026년도 수원시 농어민 기회소득 지원사업 시행계획 변경 공고,생명산업과,2026-09-14,,9,156634,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156634,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156634,2026-09-14,1,지원사업,,1,,시행계획 변경,True,rejected,blacklist:시행계획 변경,
6224,수원시 권선구 곡선동 공고 제2026-65호,수원시 곡선동 지역사회보장협의체 위원 모집 공개모집 공고,곡선동,2026-09-14,2026-09-14 ~ 2026-10-01,24,156632,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156632,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156632,2026-09-14,1,모집,,1,,위원,True,rejected,blacklist:위원,
6223,수원시 영통구 영통3동 공고 제2026-68호,수원시 영통3동 지역사회보장협의체 위원 공개모집 공고,영통3동,2026-09-14,2026-09-14 ~ 2026-10-01,9,156631,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156631,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156631,2026-09-14,1,모집,,1,,위원,True,rejected,blacklist:위원,
6222,수원시 팔달구 행궁동 공고 제2026-45호,수원시 행궁동 지역사회보장협의체 위원 공개모집 공고,행궁동,2026-09-14,2026-09-11 ~ 2026-10-01,0,156630,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156630,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156630,2026-09-14,1,모집,,1,,위원,True,rejected,blacklist:위원,
6221,수원시 장안구 율천동 공고 제2026-34호,수원시 율천동 지역사회보장협의체 위원 공개모집 공고,율천동,2026-09-14,2026-09-14 ~ 2026-10-01,15,156629,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156629,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156629,2026-09-14,1,모집,,1,,위원,True,rejected,blacklist:위원,
6220,수원시 팔달구 공고 제2026-573호,폐기물관리법 위반 과태료 체납자 독촉장 및 압류예고 공시송달 공고,환경위생과,2026-09-14,2026-09-14 ~ 2026-09-30,3,156628,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156628,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156628,2026-09-14,1,,"공시송달,과태료",-2,"공시송달,과태료",공시송달,False,rejected,"strong_neg:공시송달,과태료",
6219,수원시 팔달구 공고 제2026-572호,폐기물 관리법 위반 과태료 본부과 처분에 대한 공시송달 공고,환경위생과,2026-09-14,2026-09-14 ~ 2026-09-30,3,156627,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156627,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156627,2026-09-14,1,,"공시송달,과태료",-2,"공시송달,과태료",공시송달,False,rejected,"strong_neg:공시송달,과태료",
6218,수원시 팔달구 매산동 공고 제2026-74호,주민등록 무단전출자에 대한 직권조치 결과 공고,매산동,2026-09-14,2026-09-14 ~ 2026-09-29,2,156625,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156625,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156625,2026-09-14,1,,,0,,결과 공고,False,rejected,blacklist:결과 공고,
6217,수원시 팔달구 공고 제2026-571호,폐기물관리법 위반 과태료 사전통지 공시송달 공고,환경위생과,2026-09-14,2026-09-14 ~ 2026-09-30,3,156624,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156624,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156624,2026-09-14,1,,"공시송달,과태료",-2,"공시송달,과태료",공시송달,False,rejected,"strong_neg:공시송달,과태료",
6216,수원시 권선구 평동 공고 제2026-81호,2026년 4분기 평동 주민자치센터 프로그램 수강생 모집,평동,2026-09-14,2026-09-14 ~ 2026-09-30,15,156622,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156622,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156622,2026-09-14,1,"모집,프로그램,수강",,3,,,True,candidate,,course_local
6215,수원시 권선구 평동 공고 제2026-80호,2026년 민방위 집합교육(보충1차) 통지서 반송에 따른 공시송달 공(수정),평동,2026-09-14,2026-09-14 ~ 2026-10-08,10,156621,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156621,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156621,2026-09-14,1,교육,공시송달,0,공시송달,공시송달,False,rejected,strong_neg:공시송달,
6214,수원시 권선구 금곡동 공고 제2026-64호,2026년 민방위 사이버교육(보충1차) 통지서 반송에 따른 공시송달 공고,금곡동,2026-09-14,2026-09-14 ~ 2026-10-06,9,156619,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156619,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156619,2026-09-14,1,교육,공시송달,0,공시송달,공시송달,False,rejected,strong_neg:공시송달,
6213,수원시 권선구 공고 제2026-762호,이륜자동차 정기검사 신청기간 경과 알림 및 명령서 반송분 공시송달 공고,경제교통과,2026-09-14,2026-09-14 ~ 2026-09-30,16,156618,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156618,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156618,2026-09-14,1,신청,공시송달,0,공시송달,공시송달,False,rejected,strong_neg:공시송달,
6212,수원시 영통구 망포2동 공고 제2026-45호,수원시 망포2동 지역사회보장협의체 위원 공개모집 공고,망포2동,2026-09-14,2026-09-14 ~ 2026-10-01,13,156616,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156616,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156616,2026-09-14,1,모집,,1,,위원,True,rejected,blacklist:위원,
6211,수원시 권선구 세류3동 공고 제2026-68호,수원시 세류3동 지역사회보장협의체 제6기 위원 모집 공고,세류3동,2026-09-14,2026-09-14 ~ 2026-10-01,2,156615,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156615,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156615,2026-09-14,1,모집,,1,,위원,True,rejected,blacklist:위원,
6210,수원시 장안구 조원1동 공고 제2026-74호,수원시 조원1동 지역사회보장협의체 위원 공개모집 공고,조원1동,2026-09-14,2026-09-14 ~ 2026-10-01,12,156613,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156613,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156613,2026-09-14,1,모집,,1,,위원,True,rejected,blacklist:위원,
6209,수원시 권선구 공고 제2026-761호,건설공사 안전점검 수행기관 지정 결과 공고(권선동 1070번지 일원 노후 하수관로 교체공사),안전건설과,2026-09-14,2026-09-14 ~ 2026-09-15,31,156612,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156612,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156612,2026-09-14,1,,,0,,결과 공고,False,rejected,blacklist:결과 공고,
6208,수원시 영통구 영통1동 공고 제2026-55호,2026년 민방위 보충1차 사이버교육 통지서 반송에 따른 공시송달 공고,영통1동,2026-09-14,2026-09-14 ~ 2026-09-28,13,156611,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156611,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156611,2026-09-14,1,교육,공시송달,0,공시송달,공시송달,False,rejected,strong_neg:공시송달,
6207,수원시 권선구 공고 제2026-760호,건설공사 안전점검 수행기관 지정 결과 공고(서둔동 201-3번지 일원 노후 하수관로 교체공사),안전건설과,2026-09-14,2026-09-14 ~ 2026-09-15,23,156610,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156610,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156610,2026-09-14,1,,,0,,결과 공고,False,rejected,blacklist:결과 공고,
6206,수원시 팔달구 행궁동 공고 제2026-44호,수원시 행궁동 지역사회보장협의체 위원 공개모집 공고,행궁동,2026-09-14,2026-09-11 ~ 2026-10-01,37,156608,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156608,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156608,2026-09-14,1,모집,,1,,위원,True,rejected,blacklist:위원,
6205,수원시 영통구 공고 제2026-476호,담배소매업 폐업 및 지정신청 공고(중부대로 248),경제교통과,2026-09-14,2026-09-14 ~ 2026-09-22,15,156607,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156607,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156607,2026-09-14,1,신청,,1,,담배소매,True,rejected,blacklist:담배소매,
6204,수원시 영통구 광교2동 공고 제2026-35호,광교2동 통장 모집 공고(제14통),광교2동,2026-09-14,2026-09-14 ~ 2026-09-30,4,156606,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156606,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156606,2026-09-14,1,모집,,1,,통장,True,rejected,blacklist:통장,
6203,수원시 권선구 세류2동 공고 제2026-76호,직권조치 결과 공고,세류2동,2026-09-14,2026-09-14 ~ 2026-09-28,3,156605,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156605,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156605,2026-09-14,1,,,0,,결과 공고,False,rejected,blacklist:결과 공고,
6202,수원시 장안구 정자2동 공고 제2026-47호,수원시 정자2동 지역사회보장협의체 위원 공개모집 공고,정자2동,2026-09-14,2026-09-14 ~ 2026-10-01,2,156604,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156604,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156604,2026-09-14,1,모집,,1,,위원,True,rejected,blacklist:위원,
6201,수원시 권선구 평동 공고 제2026-79호,주민등록 무단전출에 따른 최고 공고,평동,2026-09-14,2026-09-14 ~ 2026-09-22,6,156603,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156603,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156603,2026-09-14,1,,,0,,,False,rejected,not_keyword_candidate,
6200,수원시 공고 제2026-2092호,「2026년 재생에너지 보급(융복합지원) 사업」 수원시 참여 아파트 선정 추가 모집 공고,기후에너지과,2026-09-14,2026-09-14 ~ 2026-09-30,4,156601,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156601,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156601,2026-09-14,1,모집,,1,,,True,candidate,,support_apply
6199,수원시 팔달구 행궁동 공고 제2026-43호,주민등록 무단전출자에 대한 직권조치 결과 공고,행궁동,2026-09-14,2026-09-14 ~ 2026-09-30,0,156599,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156599,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156599,2026-09-14,1,,,0,,결과 공고,False,rejected,blacklist:결과 공고,
6198,수원시 팔달구 공고 제2026-570호,주정차위반과태료 최초고지서 반송분 공시송달 공고,경제교통과,2026-09-14,2026-09-14 ~ 2026-09-28,5,156597,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156597,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156597,2026-09-14,1,,"공시송달,과태료",-2,"공시송달,과태료",공시송달,False,rejected,"strong_neg:공시송달,과태료",
6197,수원시 팔달구 매교동 공고 제2026-55호,주민등록 무단전출자 최고공고,매교동,2026-09-14,2026-09-14 ~ 2026-09-21,18,156596,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156596,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156596,2026-09-14,1,,,0,,,False,rejected,not_keyword_candidate,
6196,수원시 공고 제2026-2089호,건설공사 안전점검 수행기관 모집 공고[서호지구 주상복합],공동주택과,2026-09-14,2026-09-14 ~ 2026-09-23,24,156594,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156594,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156594,2026-09-14,1,모집,,1,,수행기관,True,rejected,blacklist:수행기관,
6195,수원시 영통구 망포2동 공고 제2026-44호,망포2동 주민자치회 위원 공개모집 공고,망포2동,2026-09-14,2026-09-14 ~ 2026-09-29,40,156591,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156591,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156591,2026-09-14,1,모집,,1,,위원,True,rejected,blacklist:위원,
6194,수원시 권선구 입북동 공고 제2026-41호,입북동 주민자치센터 자원봉사자 모집 공고,입북동,2026-09-14,2026-09-14 ~ 2026-09-18,3,156587,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156587,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156587,2026-09-14,1,모집,,1,,,True,candidate,,course_local
6193,수원시 권선구 구운동 공고 제2026-72호,2026년 민방위 사이버교육(보충1차) 통지서 반송에 따른 공시송달 공고,구운동,2026-09-14,2026-09-14 ~ 2026-09-28,12,156586,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156586,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156586,2026-09-14,1,교육,공시송달,0,공시송달,공시송달,False,rejected,strong_neg:공시송달,
6192,수원시 권선구 구운동 공고 제2026-71호,2026년 민방위 집합교육(보충1차) 통지서 반송에 따른 공시송달 공고,구운동,2026-09-14,2026-09-14 ~ 2026-09-28,10,156585,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156585,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156585,2026-09-14,1,교육,공시송달,0,공시송달,공시송달,False,rejected,strong_neg:공시송달,
6191,수원시 고시 제2026-393호,수원시 골목형상점가 지정 고시,지역경제과,2026-09-14,2026-09-14 ~ 2026-10-14,47,156583,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156583,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156583,2026-09-14,1,,,0,,,False,rejected,not_keyword_candidate,
6190,수원시 권선구 공고 제2026-757호,담배소매업 폐업 및 지정신청 공고,경제교통과,2026-09-14,2026-09-14 ~ 2026-09-22,26,156576,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156576,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156576,2026-09-14,1,신청,,1,,담배소매,True,rejected,blacklist:담배소매,
6189,수원시 권선구 공고 제2026-756호,2026년 민방위 보충1차 사이버교육 통지서 반송에 따른 공시송달 공고,종합민원과,2026-09-14,2026-09-14 ~ 2026-09-28,21,156574,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156574,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156574,2026-09-14,1,교육,공시송달,0,공시송달,공시송달,False,rejected,strong_neg:공시송달,
6188,수원시 권선구 공고 제2026-755호,2026년 민방위 보충1차 집합교육 통지서 반송에 따른 공시송달 공고,종합민원과,2026-09-14,2026-09-14 ~ 2026-09-28,22,156573,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156573,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156573,2026-09-14,1,교육,공시송달,0,공시송달,공시송달,False,rejected,strong_neg:공시송달,
6187,수원시 권선구 공고 제2026-754호,2026년 민방위 보충1차 집합교육 통지서 반송에 따른 공시송달 공고,종합민원과,2026-09-14,2026-09-14 ~ 2026-09-28,14,156572,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156572,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156572,2026-09-14,1,교육,공시송달,0,공시송달,공시송달,False,rejected,strong_neg:공시송달,
6186,수원시 장안구 공고 제2026-453호,「2026년 장안구 하반기 도로시설물 정기안전점검 용역」수의견적 제출 안내,행정지원과,2026-09-14,2026-09-14 ~ 2026-09-18,28,156566,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156566,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156566,2026-09-14,1,,"용역,견적",-2,용역,용역,False,rejected,strong_neg:용역,
6185,수원시 장안구 공고 제2026-451호,「수원시 장안구청 대형버스 교체 구입」입찰 공고 안내,행정지원과,2026-09-14,2026-09-14 ~ 2026-09-22,16,156562,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156562,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156562,2026-09-14,1,,입찰,-1,입찰,입찰,False,rejected,strong_neg:입찰,
6184,수원시 공고 제2026-2084호,보상계획 열람공고[수원R&D Science Park 도시개발사업],도시개발과,2026-09-14,2026-09-14 ~ 2026-09-29,43,156561,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156561,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156561,2026-09-14,1,,보상,-1,,,False,rejected,not_keyword_candidate,
6183,수원시 영통구 영통1동 공고 제2026-54호,신규주민등록증 발급통지 반송자 공고(2009년 9월생),영통1동,2026-09-14,2026-09-14 ~ 2026-09-28,13,156560,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156560,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156560,2026-09-14,2,,,0,,,False,rejected,not_keyword_candidate,
6182,수원시 장안구 파장동 공고 제2026-67호,2026년 10월 파장동 주민자치센터 프로그램 수강생 모집 공고,파장동,2026-09-14,2026-09-14 ~ 2026-09-30,21,156538,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156538,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156538,2026-09-14,2,"모집,프로그램,수강",,3,,,True,candidate,,course_local
6181,수원시 장안구 공고 제2026-443호,2026년 장안구 환경관리원 기간제근로자 채용공고,환경위생과,2026-09-14,2026-09-14 ~ 2026-09-21,43,156533,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156533,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156533,2026-09-14,2,,,0,,기간제,False,rejected,blacklist:기간제,
6180,수원시 공고 제2026-2077호,고속국도17호선(수원~광명 고속도로) 도로구역 결정(변경)에 관한 주민 등의 의견 청취 공고,건설정책과,2026-09-14,2026-09-14 ~ 2026-09-28,15,156526,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156526,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156526,2026-09-14,2,,,0,,,False,rejected,not_keyword_candidate,
6179,수원시 고시 제2026-391호,하천점용허가 고시(2026-황구지천12호),수질하천과,2026-09-14,2026-09-14 ~ 2026-09-28,9,156517,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156517,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156517,2026-09-14,2,,,0,,,False,rejected,not_keyword_candidate,
6178,수원시 공고 제2026-2074호,도로사용개시에 관한 공고(소로3-1480호선),도로건설과,2026-09-14,2026-09-14 ~ 2026-09-28,12,156510,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156510,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156510,2026-09-14,2,,,0,,,False,rejected,not_keyword_candidate,
6177,수원시 공고 제2026-2073호,2026년 하반기 수원굿즈 디자인 인증제 추진 공고,도시디자인단,2026-09-14,2026-09-14 ~ 2026-10-14,24,156499,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156499,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156499,2026-09-14,2,,,0,,,False,rejected,not_keyword_candidate,
6176,수원시 장안구 연무동 공고 제2026-56호,수원시 연무동 지역사회보장협의체 위원 공개모집 공고,연무동,2026-09-12,2026-09-11 ~ 2026-10-01,4,156592,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156592,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156592,2026-09-12,2,모집,,1,,위원,True,rejected,blacklist:위원,
6175,수원시 권선구 공고 제2026-753호,장애인주차구역 위반차량 과태료처분에 대한 사전통보 공시송달,사회복지과,2026-09-12,2026-09-12 ~ 2026-09-27,52,156567,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156567,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156567,2026-09-12,2,,"공시송달,과태료",-2,"공시송달,과태료",공시송달,False,rejected,"strong_neg:공시송달,과태료",
6174,수원시 장안구 송죽동 공고 제2026-54호,수원시 송죽동 지역사회보장협의체 위원 공개모집 공고,송죽동,2026-09-11,2026-09-11 ~ 2026-10-01,5,156589,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156589,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156589,2026-09-11,2,모집,,1,,위원,True,rejected,blacklist:위원,
6173,수원시 권선구 공고 제2026-758호,2026년 4/4분기 권선구청 구내식당 급식물품(부식품)구매,행정지원과,2026-09-11,2026-09-11 ~ 2026-09-18,56,156582,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156582,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156582,2026-09-11,2,,,0,,,False,rejected,not_keyword_candidate,
6172,수원시 영통구 원천동 공고 제2026-65호,주민등록 무단전출자 최고장 반송에 따른 최고 공고,원천동,2026-09-11,2026-09-11 ~ 2026-09-18,2,156581,https://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156581,http://www.suwon.go.kr/web/saeallOfr/BD_ofrView.do?notAncmtMgtNo=156581,2026-09-11,2,,,0,,,False,rejected,not_keyword_candidate,
